Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
08/03/2022,ProShares Ultra S&P500,SSO,53.8579,52.2294,3.11798,1.6285,63500,3419976650
08/02/2022,ProShares Ultra S&P500,SSO,52.2294,52.9392,-1.34078,-0.7098,63500,3316566900
08/01/2022,ProShares Ultra S&P500,SSO,52.9392,53.2497,-0.58310,-0.3105,63250,3348404400
07/29/2022,ProShares Ultra S&P500,SSO,53.2497,51.7688,2.86060,1.4809,63150,3362718555
07/28/2022,ProShares Ultra S&P500,SSO,51.7688,50.5395,2.43235,1.2293,63300,3276965040
07/27/2022,ProShares Ultra S&P500,SSO,50.5395,48.0319,5.22070,2.5076,61400,3103125300
07/26/2022,ProShares Ultra S&P500,SSO,48.0319,49.1736,-2.32177,-1.1417,61350,2946757065
07/25/2022,ProShares Ultra S&P500,SSO,49.1736,49.0518,0.24831,0.1218,61450,3021717720
07/22/2022,ProShares Ultra S&P500,SSO,49.0518,49.9855,-1.86794,-0.9337,60500,2967633900
07/21/2022,ProShares Ultra S&P500,SSO,49.9855,49.0206,1.96836,0.9649,60650,3031620575
07/20/2022,ProShares Ultra S&P500,SSO,49.0206,48.4479,1.18209,0.5727,60250,2953491150
07/19/2022,ProShares Ultra S&P500,SSO,48.4479,45.916,5.51420,2.5319,59850,2899606815
07/18/2022,ProShares Ultra S&P500,SSO,45.916,46.7027,-1.68449,-0.7867,59650,2738889400
07/15/2022,ProShares Ultra S&P500,SSO,46.7027,44.9795,3.83108,1.7232,59550,2781145785
07/14/2022,ProShares Ultra S&P500,SSO,44.9795,45.249,-0.59559,-0.2695,59550,2678529225
07/13/2022,ProShares Ultra S&P500,SSO,45.249,45.6665,-0.91424,-0.4175,59750,2703627750
07/12/2022,ProShares Ultra S&P500,SSO,45.6665,46.5255,-1.84630,-0.859,59950,2737706675
07/11/2022,ProShares Ultra S&P500,SSO,46.5255,47.6278,-2.31440,-1.1023,59850,2784551175
07/08/2022,ProShares Ultra S&P500,SSO,47.6278,47.7044,-0.16057,-0.0766,59850,2850523830
07/07/2022,ProShares Ultra S&P500,SSO,47.7044,46.3212,2.98611,1.3832,59850,2855108340
07/06/2022,ProShares Ultra S&P500,SSO,46.3212,45.9957,0.70767,0.3255,60000,2779272000
07/05/2022,ProShares Ultra S&P500,SSO,45.9957,45.8404,0.33878,0.1553,59800,2750542860
07/01/2022,ProShares Ultra S&P500,SSO,45.8404,44.8953,2.10512,0.9451,59750,2738963900
06/30/2022,ProShares Ultra S&P500,SSO,44.8953,45.6923,-1.74428,-0.797,59800,2684738940
06/29/2022,ProShares Ultra S&P500,SSO,45.6923,45.7531,-0.13289,-0.0608,60100,2746107230
06/28/2022,ProShares Ultra S&P500,SSO,45.7531,47.6791,-4.03951,-1.926,60350,2761199585
06/27/2022,ProShares Ultra S&P500,SSO,47.6791,47.9733,-0.61326,-0.2942,60000,2860746000
06/24/2022,ProShares Ultra S&P500,SSO,47.9733,45.2082,6.11637,2.7651,59500,2854411350
06/23/2022,ProShares Ultra S&P500,SSO,45.2082,44.3686,1.89233,0.8396,59250,2678585850
06/22/2022,ProShares Ultra S&P500,SSO,44.3686,44.4887,-0.26996,-0.1201,59150,2624402690
06/21/2022,ProShares Ultra S&P500,SSO,44.4887,42.4097,4.90218,2.079,58950,2622608865
06/17/2022,ProShares Ultra S&P500,SSO,42.4097,42.2289,0.42814,0.1808,58750,2491569875
06/16/2022,ProShares Ultra S&P500,SSO,42.2289,45.1687,-6.50849,-2.9398,59750,2523176775
06/15/2022,ProShares Ultra S&P500,SSO,45.1687,43.8891,2.91553,1.2796,60950,2753032265
06/14/2022,ProShares Ultra S&P500,SSO,43.8891,44.1945,-0.69104,-0.3054,61150,2683818465
06/13/2022,ProShares Ultra S&P500,SSO,44.1945,47.9125,-7.75998,-3.718,61600,2722381200
06/10/2022,ProShares Ultra S&P500,SSO,47.9125,50.8757,-5.82439,-2.9632,62900,3013696250
06/09/2022,ProShares Ultra S&P500,SSO,50.8757,53.4174,-4.75819,-2.5417,63500,3230606950
06/08/2022,ProShares Ultra S&P500,SSO,53.4174,54.5967,-2.16002,-1.1793,63750,3405359250
06/07/2022,ProShares Ultra S&P500,SSO,54.5967,53.5772,1.90286,1.0195,63600,3472350120
06/06/2022,ProShares Ultra S&P500,SSO,53.5772,53.2496,0.61522,0.3276,63600,3407509920
06/03/2022,ProShares Ultra S&P500,SSO,53.2496,55.046,-3.26345,-1.7964,63500,3381349600
06/02/2022,ProShares Ultra S&P500,SSO,55.046,53.077,3.70970,1.969,63550,3498173300
06/01/2022,ProShares Ultra S&P500,SSO,53.077,53.8826,-1.49510,-0.8056,63650,3378351050
05/31/2022,ProShares Ultra S&P500,SSO,53.8826,54.5605,-1.24247,-0.6779,63550,3424239230
05/27/2022,ProShares Ultra S&P500,SSO,54.5605,51.977,4.97047,2.5835,63400,3459135700
05/26/2022,ProShares Ultra S&P500,SSO,51.977,49.9956,3.96315,1.9814,63050,3277149850
05/25/2022,ProShares Ultra S&P500,SSO,49.9956,49.0722,1.88172,0.9234,62700,3134724120
05/24/2022,ProShares Ultra S&P500,SSO,49.0722,49.8807,-1.62087,-0.8085,62600,3071919720
05/23/2022,ProShares Ultra S&P500,SSO,49.8807,48.0912,3.72105,1.7895,62550,3120037785
05/20/2022,ProShares Ultra S&P500,SSO,48.0912,48.0762,0.03120,0.015,62400,3000890880
05/19/2022,ProShares Ultra S&P500,SSO,48.0762,48.6486,-1.17660,-0.5724,62400,2999954880
05/18/2022,ProShares Ultra S&P500,SSO,48.6486,52.8984,-8.03389,-4.2498,62800,3055132080
05/17/2022,ProShares Ultra S&P500,SSO,52.8984,50.8449,4.03875,2.0535,63250,3345823800
05/16/2022,ProShares Ultra S&P500,SSO,50.8449,51.2498,-0.79005,-0.4049,63000,3203228700
05/13/2022,ProShares Ultra S&P500,SSO,51.2498,48.9099,4.78410,2.3399,62800,3218487440
05/12/2022,ProShares Ultra S&P500,SSO,48.9099,49.0093,-0.20282,-0.0994,62300,3047086770
05/11/2022,ProShares Ultra S&P500,SSO,49.0093,50.6751,-3.28722,-1.6658,62800,3077784040
05/10/2022,ProShares Ultra S&P500,SSO,50.6751,50.4316,0.48283,0.2435,62750,3179862525
05/09/2022,ProShares Ultra S&P500,SSO,50.4316,53.8824,-6.40432,-3.4508,63500,3202406600
05/06/2022,ProShares Ultra S&P500,SSO,53.8824,54.4914,-1.11761,-0.609,63550,3424226520
05/05/2022,ProShares Ultra S&P500,SSO,54.4914,58.6676,-7.11841,-4.1762,63650,3468377610
05/04/2022,ProShares Ultra S&P500,SSO,58.6676,55.3585,5.97758,3.3091,63300,3713659080
05/03/2022,ProShares Ultra S&P500,SSO,55.3585,54.8339,0.95671,0.5246,63250,3501425125
05/02/2022,ProShares Ultra S&P500,SSO,54.8339,54.2222,1.12814,0.6117,63250,3468244175
04/29/2022,ProShares Ultra S&P500,SSO,54.2222,58.4629,-7.25366,-4.2407,64750,3510887450
04/28/2022,ProShares Ultra S&P500,SSO,58.4629,55.7035,4.95373,2.7594,64900,3794242210
04/27/2022,ProShares Ultra S&P500,SSO,55.7035,55.4697,0.42149,0.2338,65100,3626297850
04/26/2022,ProShares Ultra S&P500,SSO,55.4697,58.7853,-5.64019,-3.3156,65250,3619397925
04/25/2022,ProShares Ultra S&P500,SSO,58.7853,58.1261,1.13409,0.6592,65450,3847497885
04/22/2022,ProShares Ultra S&P500,SSO,58.1261,61.5424,-5.55113,-3.4163,65600,3813072160
04/21/2022,ProShares Ultra S&P500,SSO,61.5424,63.4102,-2.94558,-1.8678,65650,4040258560
04/20/2022,ProShares Ultra S&P500,SSO,63.4102,63.492,-0.12884,-0.0818,65650,4162879630
04/19/2022,ProShares Ultra S&P500,SSO,63.492,61.5177,3.20932,1.9743,65750,4174599000
04/18/2022,ProShares Ultra S&P500,SSO,61.5177,61.5475,-0.04842,-0.0298,65950,4057092315
04/14/2022,ProShares Ultra S&P500,SSO,61.5475,63.0855,-2.43796,-1.538,66050,4065212375
04/13/2022,ProShares Ultra S&P500,SSO,63.0855,61.6914,2.25980,1.3941,66050,4166797275
04/12/2022,ProShares Ultra S&P500,SSO,61.6914,62.1176,-0.68612,-0.4262,66150,4080886110
04/11/2022,ProShares Ultra S&P500,SSO,62.1176,64.2939,-3.38492,-2.1763,66100,4105973360
04/08/2022,ProShares Ultra S&P500,SSO,64.2939,64.6389,-0.53373,-0.345,66200,4256256180
04/07/2022,ProShares Ultra S&P500,SSO,64.6389,64.0795,0.87298,0.5594,66250,4282327125
04/06/2022,ProShares Ultra S&P500,SSO,64.0795,65.3555,-1.95240,-1.276,66700,4274102650
04/05/2022,ProShares Ultra S&P500,SSO,65.3555,67.0225,-2.48722,-1.667,67000,4378818500
04/04/2022,ProShares Ultra S&P500,SSO,67.0225,65.9572,1.61514,1.0653,66500,4456996250
04/01/2022,ProShares Ultra S&P500,SSO,65.9572,65.5242,0.66082,0.433,66350,4376260220
03/31/2022,ProShares Ultra S&P500,SSO,65.5242,67.6294,-3.11285,-2.1052,65750,4308216150
03/30/2022,ProShares Ultra S&P500,SSO,67.6294,68.4814,-1.24413,-0.852,65600,4436488640
03/29/2022,ProShares Ultra S&P500,SSO,68.4814,66.8439,2.44974,1.6375,65100,4458139140
03/28/2022,ProShares Ultra S&P500,SSO,66.8439,65.9088,1.41878,0.9351,65250,4361564475
03/25/2022,ProShares Ultra S&P500,SSO,65.9088,65.2506,1.00873,0.6582,64550,4254413040
03/24/2022,ProShares Ultra S&P500,SSO,65.2506,63.4238,2.88031,1.8268,64650,4218451290
03/23/2022,ProShares Ultra S&P500,SSO,63.4238,65.0599,-2.51476,-1.6361,64900,4116204620
03/22/2022,ProShares Ultra S&P500,SSO,65.0599,63.6225,2.25926,1.4374,64950,4225640505
03/21/2022,ProShares Ultra S&P500,SSO,63.6225,63.6782,-0.08747,-0.0557,65000,4135462500
03/18/2022,ProShares Ultra S&P500,SSO,63.6782,62.231,2.32553,1.4472,64500,4107243900
03/17/2022,ProShares Ultra S&P500,SSO,62.231,60.7289,2.47345,1.5021,64250,3998341750
03/16/2022,ProShares Ultra S&P500,SSO,60.7289,58.1274,4.47551,2.6015,64400,3910941160
03/15/2022,ProShares Ultra S&P500,SSO,58.1274,55.7393,4.28441,2.3881,64200,3731779080
03/14/2022,ProShares Ultra S&P500,SSO,55.7393,56.5602,-1.45137,-0.8209,64450,3592397885
03/11/2022,ProShares Ultra S&P500,SSO,56.5602,58.0606,-2.58420,-1.5004,64250,3633992850
03/10/2022,ProShares Ultra S&P500,SSO,58.0606,58.5596,-0.85212,-0.499,64250,3730393550
03/09/2022,ProShares Ultra S&P500,SSO,58.5596,55.6808,5.17018,2.8788,64100,3753670360
03/08/2022,ProShares Ultra S&P500,SSO,55.6808,56.501,-1.45166,-0.8202,64450,3588627560
03/07/2022,ProShares Ultra S&P500,SSO,56.501,60.0506,-5.91102,-3.5496,64600,3649964600
03/04/2022,ProShares Ultra S&P500,SSO,60.0506,61.0135,-1.57818,-0.9629,64500,3873263700
03/03/2022,ProShares Ultra S&P500,SSO,61.0135,61.6511,-1.03421,-0.6376,64800,3953674800
03/02/2022,ProShares Ultra S&P500,SSO,61.6511,59.439,3.72163,2.2121,64650,3985743615
03/01/2022,ProShares Ultra S&P500,SSO,59.439,61.3331,-3.08822,-1.8941,64450,3830843550
02/28/2022,ProShares Ultra S&P500,SSO,61.3331,61.6275,-0.47771,-0.2944,65050,3989718155
02/25/2022,ProShares Ultra S&P500,SSO,61.6275,58.9807,4.48757,2.6468,65250,4021194375
02/24/2022,ProShares Ultra S&P500,SSO,58.9807,57.2628,3.00003,1.7179,65200,3845541640
02/23/2022,ProShares Ultra S&P500,SSO,57.2628,59.4513,-3.68116,-2.1885,65700,3762165960
02/22/2022,ProShares Ultra S&P500,SSO,59.4513,60.6926,-2.04522,-1.2413,66050,3926758365
02/18/2022,ProShares Ultra S&P500,SSO,60.6926,61.5559,-1.40247,-0.8633,66250,4020884750
02/17/2022,ProShares Ultra S&P500,SSO,61.5559,64.2706,-4.22386,-2.7147,66250,4078078375
02/16/2022,ProShares Ultra S&P500,SSO,64.2706,64.1431,0.19877,0.1275,66150,4251500190
02/15/2022,ProShares Ultra S&P500,SSO,64.1431,62.1691,3.17521,1.974,66100,4239858910
02/14/2022,ProShares Ultra S&P500,SSO,62.1691,62.6441,-0.75825,-0.475,66000,4103160600
02/11/2022,ProShares Ultra S&P500,SSO,62.6441,65.1202,-3.80235,-2.4761,66350,4156436035
02/10/2022,ProShares Ultra S&P500,SSO,65.1202,67.5564,-3.60617,-2.4362,66600,4337005320
02/09/2022,ProShares Ultra S&P500,SSO,67.5564,65.6376,2.92332,1.9188,64900,4384410360
02/08/2022,ProShares Ultra S&P500,SSO,65.6376,64.5575,1.67308,1.0801,64650,4243470840
02/07/2022,ProShares Ultra S&P500,SSO,64.5575,65.0398,-0.74155,-0.4823,64650,4173642375
02/04/2022,ProShares Ultra S&P500,SSO,65.0398,64.3615,1.05389,0.6783,64250,4178807150
02/03/2022,ProShares Ultra S&P500,SSO,64.3615,67.6466,-4.85627,-3.2851,64650,4160970975
02/02/2022,ProShares Ultra S&P500,SSO,67.6466,66.3956,1.88416,1.251,64600,4369970360
02/01/2022,ProShares Ultra S&P500,SSO,66.3956,65.5004,1.36671,0.8952,64950,4312394220
01/31/2022,ProShares Ultra S&P500,SSO,65.5004,63.1281,3.75791,2.3723,64350,4214950740
01/28/2022,ProShares Ultra S&P500,SSO,63.1281,60.1839,4.89201,2.9442,64000,4040198400
01/27/2022,ProShares Ultra S&P500,SSO,60.1839,60.8335,-1.06783,-0.6496,64100,3857787990
01/26/2022,ProShares Ultra S&P500,SSO,60.8335,61.0255,-0.31462,-0.192,64600,3929844100
01/25/2022,ProShares Ultra S&P500,SSO,61.0255,62.5511,-2.43897,-1.5256,65500,3997170250
01/24/2022,ProShares Ultra S&P500,SSO,62.5511,62.2001,0.56431,0.351,68400,4278495240
01/21/2022,ProShares Ultra S&P500,SSO,62.2001,64.6545,-3.79618,-2.4544,68600,4266926860
01/20/2022,ProShares Ultra S&P500,SSO,64.6545,66.11,-2.20163,-1.4555,69350,4483789575
01/19/2022,ProShares Ultra S&P500,SSO,66.11,67.4266,-1.95264,-1.3166,70150,4637616500
01/18/2022,ProShares Ultra S&P500,SSO,67.4266,69.9985,-3.67422,-2.5719,70250,4736718650
01/14/2022,ProShares Ultra S&P500,SSO,69.9985,69.8896,0.15582,0.1089,70450,4931394325
01/13/2022,ProShares Ultra S&P500,SSO,69.8896,71.9242,-2.82881,-2.0346,70850,4951678160
01/12/2022,ProShares Ultra S&P500,SSO,71.9242,71.52585,0.55693,0.39835,70600,5077848520
01/11/2022,ProShares Ultra S&P500,SSO,71.52585,70.2428,1.82659,1.28305,69600,4978199160
01/10/2022,ProShares Ultra S&P500,SSO,70.2428,70.449,-0.29269,-0.2062,69700,4895923160
01/07/2022,ProShares Ultra S&P500,SSO,70.449,71.00395,-0.78158,-0.55495,69200,4875070800
01/06/2022,ProShares Ultra S&P500,SSO,71.00395,71.1381,-0.18858,-0.13415,69400,4927674130
01/05/2022,ProShares Ultra S&P500,SSO,71.1381,73.99835,-3.86529,-2.86025,69400,4936984140
01/04/2022,ProShares Ultra S&P500,SSO,73.99835,74.0814,-0.11211,-0.08305,69100,5113285985
01/03/2022,ProShares Ultra S&P500,SSO,74.0814,73.16375,1.25424,0.91765,69200,5126432880
12/31/2021,ProShares Ultra S&P500,SSO,73.16375,73.5471,-0.52123,-0.38335,69500,5084880625
12/30/2021,ProShares Ultra S&P500,SSO,73.5471,73.97865,-0.58334,-0.43155,69500,5111523450
12/29/2021,ProShares Ultra S&P500,SSO,73.97865,73.7767,0.27373,0.20195,69600,5148914040
12/28/2021,ProShares Ultra S&P500,SSO,73.7767,73.9262,-0.20223,-0.1495,69900,5156991330
12/27/2021,ProShares Ultra S&P500,SSO,73.9262,71.934,2.76948,1.9922,68800,5086122560
12/23/2021,ProShares Ultra S&P500,SSO,71.934,71.1023,1.16972,0.8317,68700,4941865800
12/22/2021,ProShares Ultra S&P500,SSO,71.1023,69.68105,2.03965,1.42125,68400,4863397320
12/21/2021,ProShares Ultra S&P500,SSO,69.68105,67.28215,3.56543,2.3989,68500,4773151925
12/20/2021,ProShares Ultra S&P500,SSO,67.28215,68.8465,-2.27223,-1.56435,68100,4581914415
12/17/2021,ProShares Ultra S&P500,SSO,68.8465,70.2939,-2.05907,-1.4474,68800,4736639200
12/16/2021,ProShares Ultra S&P500,SSO,70.2939,71.54675,-1.75109,-1.25285,69500,4885426050
12/15/2021,ProShares Ultra S&P500,SSO,71.54675,69.29125,3.25510,2.2555,69300,4958189775
12/14/2021,ProShares Ultra S&P500,SSO,69.29125,70.3187,-1.46113,-1.02745,69600,4822671000
12/13/2021,ProShares Ultra S&P500,SSO,70.3187,71.6286,-1.82874,-1.3099,69800,4908245260
12/10/2021,ProShares Ultra S&P500,SSO,71.6286,70.29045,1.90374,1.33815,69900,5006839140
12/09/2021,ProShares Ultra S&P500,SSO,70.29045,71.29785,-1.41295,-1.0074,69900,4913302455
12/08/2021,ProShares Ultra S&P500,SSO,71.29785,70.86735,0.60747,0.4305,69900,4983719715
12/07/2021,ProShares Ultra S&P500,SSO,70.86735,68.0518,4.13736,2.81555,68800,4875673680
12/06/2021,ProShares Ultra S&P500,SSO,68.0518,66.4943,2.34231,1.5575,68700,4675158660
12/03/2021,ProShares Ultra S&P500,SSO,66.4943,67.63805,-1.69099,-1.14375,68400,4548210120
12/02/2021,ProShares Ultra S&P500,SSO,67.63805,65.7409,2.88580,1.89715,69200,4680553060
12/01/2021,ProShares Ultra S&P500,SSO,65.7409,67.32005,-2.34574,-1.57915,70900,4661029810
11/30/2021,ProShares Ultra S&P500,SSO,67.32005,69.9652,-3.78067,-2.64515,71400,4806651570
11/29/2021,ProShares Ultra S&P500,SSO,69.9652,68.1833,2.61340,1.7819,71900,5030497880
11/26/2021,ProShares Ultra S&P500,SSO,68.1833,71.4205,-4.53259,-3.2372,72500,4943289250
11/24/2021,ProShares Ultra S&P500,SSO,71.4205,71.0892,0.46603,0.3313,72700,5192270350
11/23/2021,ProShares Ultra S&P500,SSO,71.0892,70.8621,0.32048,0.2271,72800,5175293760
11/22/2021,ProShares Ultra S&P500,SSO,70.8621,71.30705,-0.62399,-0.44495,72700,5151674670
11/19/2021,ProShares Ultra S&P500,SSO,71.30705,71.5145,-0.29008,-0.20745,73000,5205414650
11/18/2021,ProShares Ultra S&P500,SSO,71.5145,71.02905,0.68345,0.48545,73000,5220558500
11/17/2021,ProShares Ultra S&P500,SSO,71.02905,71.3736,-0.48274,-0.34455,73200,5199326460
11/16/2021,ProShares Ultra S&P500,SSO,71.3736,70.8222,0.77857,0.5514,72900,5203135440
11/15/2021,ProShares Ultra S&P500,SSO,70.8222,70.8188,0.00480,0.0034,73100,5177102820
11/12/2021,ProShares Ultra S&P500,SSO,70.8188,69.796,1.46541,1.0228,72200,5113117360
11/11/2021,ProShares Ultra S&P500,SSO,69.796,69.72725,0.09860,0.06875,72300,5046250800
11/10/2021,ProShares Ultra S&P500,SSO,69.72725,70.86725,-1.60864,-1.14,72200,5034307450
11/09/2021,ProShares Ultra S&P500,SSO,70.86725,71.35785,-0.68752,-0.4906,72500,5137875625
11/08/2021,ProShares Ultra S&P500,SSO,71.35785,71.2377,0.16866,0.12015,72500,5173444125
11/05/2021,ProShares Ultra S&P500,SSO,71.2377,70.7075,0.74985,0.5302,72600,5171857020
11/04/2021,ProShares Ultra S&P500,SSO,70.7075,70.099,0.86806,0.6085,72900,5154576750
11/03/2021,ProShares Ultra S&P500,SSO,70.099,69.2157,1.27616,0.8833,71400,5005068600
11/02/2021,ProShares Ultra S&P500,SSO,69.2157,68.70515,0.74310,0.51055,70500,4879706850
11/01/2021,ProShares Ultra S&P500,SSO,68.70515,68.4643,0.35179,0.24085,69800,4795619470
10/29/2021,ProShares Ultra S&P500,SSO,68.4643,68.1866,0.40726,0.2777,70100,4799347430
10/28/2021,ProShares Ultra S&P500,SSO,68.1866,66.87595,1.95982,1.31065,70200,4786699320
10/27/2021,ProShares Ultra S&P500,SSO,66.87595,67.5456,-0.99140,-0.66965,70200,4694691690
10/26/2021,ProShares Ultra S&P500,SSO,67.5456,67.32025,0.33474,0.22535,70100,4734946560
10/25/2021,ProShares Ultra S&P500,SSO,67.32025,66.6824,0.95655,0.63785,70200,4725881550
10/22/2021,ProShares Ultra S&P500,SSO,66.6824,66.82655,-0.21571,-0.14415,70000,4667768000
10/21/2021,ProShares Ultra S&P500,SSO,66.82655,66.43225,0.59354,0.3943,70300,4697906465
10/20/2021,ProShares Ultra S&P500,SSO,66.43225,65.9465,0.73658,0.48575,70500,4683473625
10/19/2021,ProShares Ultra S&P500,SSO,65.9465,64.9835,1.48191,0.963,81700,5387829050
10/18/2021,ProShares Ultra S&P500,SSO,64.9835,64.5608,0.65473,0.4227,81800,5315650300
10/15/2021,ProShares Ultra S&P500,SSO,64.5608,63.61125,1.49274,0.94955,68500,4422414800
10/14/2021,ProShares Ultra S&P500,SSO,63.61125,61.5091,3.41762,2.10215,68600,4363731750
10/13/2021,ProShares Ultra S&P500,SSO,61.5091,61.12965,0.62073,0.37945,68400,4207222440
10/12/2021,ProShares Ultra S&P500,SSO,61.12965,61.4297,-0.48844,-0.30005,68400,4181268060
10/11/2021,ProShares Ultra S&P500,SSO,61.4297,62.29625,-1.39101,-0.86655,68700,4220220390
10/08/2021,ProShares Ultra S&P500,SSO,62.29625,62.53455,-0.38107,-0.2383,68500,4267293125
10/07/2021,ProShares Ultra S&P500,SSO,62.53455,61.49005,1.69865,1.0445,68500,4283616675
10/06/2021,ProShares Ultra S&P500,SSO,61.49005,60.98935,0.82096,0.5007,68800,4230515440
10/05/2021,ProShares Ultra S&P500,SSO,60.98935,59.72745,2.11276,1.2619,68500,4177770475
10/04/2021,ProShares Ultra S&P500,SSO,59.72745,61.3159,-2.59060,-1.58845,69300,4139112285
10/01/2021,ProShares Ultra S&P500,SSO,61.3159,59.93605,2.30220,1.37985,69700,4273718230
09/30/2021,ProShares Ultra S&P500,SSO,59.93605,61.4011,-2.38603,-1.46505,70200,4207510710
09/29/2021,ProShares Ultra S&P500,SSO,61.4011,61.2001,0.32843,0.201,70900,4353337990
09/28/2021,ProShares Ultra S&P500,SSO,61.2001,63.7911,-4.06170,-2.591,70700,4326847070
09/27/2021,ProShares Ultra S&P500,SSO,63.7911,64.15235,-0.56311,-0.36125,70400,4490893440
09/24/2021,ProShares Ultra S&P500,SSO,64.15235,63.9627,0.29650,0.18965,70200,4503494970
09/23/2021,ProShares Ultra S&P500,SSO,63.9627,62.44675,2.42759,1.51595,70100,4483785270
09/22/2021,ProShares Ultra S&P500,SSO,62.44675,61.299,1.87238,1.14775,69600,4346293800
09/21/2021,ProShares Ultra S&P500,SSO,61.299,61.4004,-0.16515,-0.1014,74300,4554515700
09/20/2021,ProShares Ultra S&P500,SSO,61.4004,63.5576,-3.39409,-2.1572,75400,4629590160
09/17/2021,ProShares Ultra S&P500,SSO,63.5576,64.7507,-1.84261,-1.1931,71400,4538012640
09/16/2021,ProShares Ultra S&P500,SSO,64.7507,64.9544,-0.31360,-0.2037,71200,4610249840
09/15/2021,ProShares Ultra S&P500,SSO,64.9544,63.87375,1.69185,1.08065,71100,4618257840
09/14/2021,ProShares Ultra S&P500,SSO,63.87375,64.5863,-1.10325,-0.71255,70900,4528648875
09/13/2021,ProShares Ultra S&P500,SSO,64.5863,64.29395,0.45471,0.29235,71100,4592085930
09/10/2021,ProShares Ultra S&P500,SSO,64.29395,65.3023,-1.54413,-1.00835,71000,4564870450
09/09/2021,ProShares Ultra S&P500,SSO,65.3023,65.8997,-0.90653,-0.5974,71100,4642993530
09/08/2021,ProShares Ultra S&P500,SSO,65.8997,66.0719,-0.26063,-0.1722,71100,4685468670
09/07/2021,ProShares Ultra S&P500,SSO,66.0719,66.5305,-0.68931,-0.4586,71200,4704319280
09/03/2021,ProShares Ultra S&P500,SSO,66.5305,66.57285,-0.06361,-0.04235,71200,4736971600
09/02/2021,ProShares Ultra S&P500,SSO,66.57285,66.18005,0.59353,0.3928,71200,4739986920
09/01/2021,ProShares Ultra S&P500,SSO,66.18005,66.13065,0.07470,0.0494,71400,4725255570
08/31/2021,ProShares Ultra S&P500,SSO,66.13065,66.3003,-0.25588,-0.16965,70900,4688663085
08/30/2021,ProShares Ultra S&P500,SSO,66.3003,65.7314,0.86549,0.5689,70600,4680801180
08/27/2021,ProShares Ultra S&P500,SSO,65.7314,64.59065,1.76612,1.14075,70800,4653783120
08/26/2021,ProShares Ultra S&P500,SSO,64.59065,65.3539,-1.16787,-0.76325,70100,4527804565
08/25/2021,ProShares Ultra S&P500,SSO,65.3539,65.06775,0.43977,0.28615,70100,4581308390
08/24/2021,ProShares Ultra S&P500,SSO,65.06775,64.87405,0.29858,0.1937,70100,4561249275
08/23/2021,ProShares Ultra S&P500,SSO,64.87405,63.77765,1.71910,1.0964,70100,4547670905
08/20/2021,ProShares Ultra S&P500,SSO,63.77765,62.75625,1.62757,1.0214,69900,4458057735
08/19/2021,ProShares Ultra S&P500,SSO,62.75625,62.5906,0.26466,0.16565,70000,4392937500
08/18/2021,ProShares Ultra S&P500,SSO,62.5906,63.95245,-2.12947,-1.36185,71100,4450191660
08/17/2021,ProShares Ultra S&P500,SSO,63.95245,64.85465,-1.39111,-0.9022,70800,4527833460
08/16/2021,ProShares Ultra S&P500,SSO,64.85465,64.52365,0.51299,0.331,70900,4598194685
08/13/2021,ProShares Ultra S&P500,SSO,64.52365,64.31085,0.33089,0.2128,69600,4490846040
08/12/2021,ProShares Ultra S&P500,SSO,64.31085,63.9084,0.62973,0.40245,69100,4443879735
08/11/2021,ProShares Ultra S&P500,SSO,63.9084,63.59265,0.49652,0.31575,69100,4416070440
08/10/2021,ProShares Ultra S&P500,SSO,63.59265,63.4654,0.20050,0.12725,68100,4330659465
08/09/2021,ProShares Ultra S&P500,SSO,63.4654,63.57985,-0.18001,-0.11445,68100,4321993740
08/06/2021,ProShares Ultra S&P500,SSO,63.57985,63.35745,0.35102,0.2224,68200,4336145770
08/05/2021,ProShares Ultra S&P500,SSO,63.35745,62.59705,1.21475,0.7604,68300,4327313835
08/04/2021,ProShares Ultra S&P500,SSO,62.59705,63.18805,-0.93530,-0.591,68300,4275378515
08/03/2021,ProShares Ultra S&P500,SSO,63.18805,62.17175,1.63467,1.0163,68000,4296787400
08/02/2021,ProShares Ultra S&P500,SSO,62.17175,62.4122,-0.38526,-0.24045,68300,4246330525
07/30/2021,ProShares Ultra S&P500,SSO,62.4122,63.07855,-1.05638,-0.66635,68700,4287718140
07/29/2021,ProShares Ultra S&P500,SSO,63.07855,62.5461,0.85129,0.53245,68800,4339804240
07/28/2021,ProShares Ultra S&P500,SSO,62.5461,62.57445,-0.04531,-0.02835,69000,4315680900
07/27/2021,ProShares Ultra S&P500,SSO,62.57445,63.16825,-0.94003,-0.5938,67900,4248805155
07/26/2021,ProShares Ultra S&P500,SSO,63.16825,62.8711,0.47263,0.29715,68000,4295441000
07/23/2021,ProShares Ultra S&P500,SSO,62.8711,61.6173,2.03482,1.2538,68000,4275234800
07/22/2021,ProShares Ultra S&P500,SSO,61.6173,61.365,0.41115,0.2523,68200,4202299860
07/21/2021,ProShares Ultra S&P500,SSO,61.365,60.37515,1.63950,0.98985,68500,4203502500
07/20/2021,ProShares Ultra S&P500,SSO,60.37515,58.60895,3.01353,1.7662,70000,4226260500
07/19/2021,ProShares Ultra S&P500,SSO,58.60895,60.51725,-3.15332,-1.9083,71700,4202261715
